time_stamp,Acceleration,Gravity,Lidar,Pixel,Velocity,Magnetic,Position,Orientation,Perception,Speed,Behavior
2011-01-02 05:00:00,4.39071251715,-27.3669135716,-2.59933213155,317.807766161,32.7986366569,-16.2768101689,1.39143253975,0.156363497457,-43.9303299525,301.187087297,run
2011-01-02 06:00:00,0.491734169165,-11.6051655508,-0.223832865619,287.76528373,35.3986315194,14.4728670766,-0.702811857758,0.566431881101,2.49639412162,300.31624001,walk
2011-01-02 07:00:00,2.10553812503,-30.0023604143,-0.260302284084,306.275987199,13.1058497691,-30.5602154294,0.473013926053,9.4484911289,-29.1757862321,,walk
2011-01-02 08:00:00,4.78944765075,-34.2596747485,-1.6755174465,298.87532977,-2.16904459341,35.5678111764,-0.302844650045,26.1463340973,-121.780919427,301.414319529,wait
2011-01-02 09:00:00,2.66582642487,-31.8079017313,-10.2190222805,324.785535884,75.8728196697,27.6279030685,1.16600772476,11.8861033935,30.2647917345,300.710195262,walk
2011-01-02 10:00:00,3.45938556975,-6.41606295297,-3.19883808217,300.038841137,6.10457492848,5.34504263236,0.5983392263,54.0357784449,,301.268549204,run
2011-01-02 11:00:00,1.57757815503,-6.49369840028,-2.2141889694,302.37029446,-3.97076412786,11.9586810678,-0.688333488522,32.9617626318,-85.460258931,300.691246755,run
2011-01-02 12:00:00,,-23.0452870967,,331.018479322,-101.851534758,-21.0629346034,1.24796610561,7.83372469633,37.8632527932,301.094986163,walk
2011-01-02 13:00:00,4.17312835949,-27.2913269851,-7.11079223881,316.41340241,-97.3609601037,-2.94660787996,-0.815642157667,51.8430285735,-114.788756321,301.337688166,wait
2011-01-02 14:00:00,0.091441386721,-4.54771176177,-2.10039844517,294.764416335,51.848607455,-39.5593679017,0.560093567489,5.49045483947,-20.493284752,299.919229067,wait
2011-01-02 15:00:00,3.75072157472,-0.117701223255,-1.81868223662,292.26818148,3.08755137398,-9.98093615181,-0.875299860104,15.7035190689,45.3817363411,,run
2011-01-02 16:00:00,4.94430544453,-17.3918790753,-3.21443815243,323.912043699,24.8715767095,-17.1089354936,1.0293364901,58.2132005226,-90.7583703109,301.51619373,wait
2011-01-02 17:00:00,3.7408282719,-9.13038521169,-5.04758104593,294.369871372,-37.7864892318,20.0565931524,,61.4904553136,37.3259702933,301.210435992,walk
2011-01-02 18:00:00,1.40221996032,-27.9878462422,-10.1324790787,303.295150245,-24.2795686263,7.32328739435,0.828180316795,48.422080595,108.239824841,300.271433999,run
2011-01-02 19:00:00,3.94639664226,-6.23098616809,-1.56733733745,304.146490514,34.3734130531,5.65143241317,-1.43106898202,5.95851001548,-25.3294698688,301.077420916,run
2011-01-02 20:00:00,0.516130032888,-18.0149873089,-8.73855387872,291.648108689,,-3.41584122249,-0.573571689492,11.4192694146,39.5185121372,300.008300135,walk
2011-01-02 21:00:00,2.23946763088,-28.477301881,-0.918235761521,305.798853652,-41.7533684631,-12.0445432546,0.707577245391,44.2838583607,-28.5985301921,300.862788908,walk
2011-01-02 22:00:00,4.54297751547,-32.5891243624,-2.63018892844,296.662525304,78.2192061541,-0.897822606786,-0.638213014409,42.660191086,54.1432593108,301.4822553,walk
2011-01-02 23:00:00,1.46807074187,-25.7942643343,-0.906311563534,306.945287602,12.6824200754,33.7876250138,-1.20052852199,60.4703923358,60.116110856,300.521820591,walk
2011-01-03 00:00:00,1.43887669293,-2.58998454714,-5.50197078819,306.265562643,64.2997108553,52.967384135,0.332178859513,,-88.9694907242,300.552024002,wait
2011-01-03 01:00:00,0.650142860591,-11.0727005974,-2.4257937006,318.281835266,71.2804319567,21.6061456101,1.0724216034,57.9489243497,16.5682986003,300.22617425,walk
2011-01-03 02:00:00,,-20.5317395762,-4.1081536229,309.01467124,-43.4506220714,34.2561024293,-0.995002610492,53.0062422872,5.3661035977,299.858414867,run
2011-01-03 03:00:00,3.3941776647,-18.29914364,-8.79186176189,298.622344057,-28.2367319566,,-1.46545344597,49.3234843366,-0.233384159864,301.063564091,run
2011-01-03 04:00:00,1.05814058,-19.387407952,-3.80470449241,316.150088463,-38.9399273995,-0.464948221256,0.858185825056,34.1159181965,121.745296622,300.373005726,run
2011-01-03 05:00:00,1.32773329686,-18.9585797908,-8.93991868885,297.529866073,-39.9426395726,31.0796963366,-0.351149311476,28.2779799337,210.932220022,300.494384982,run
2011-01-03 06:00:00,2.4578657964,-12.0230735811,-6.0356689471,319.354779442,59.7548755342,-56.8852928289,-0.315151991293,41.8560545588,-95.7415732509,300.988684896,walk
2011-01-03 07:00:00,0.266812725585,-31.3743123586,-8.52673938946,293.226590747,66.0987185051,-11.4276432536,-1.03532497567,4.86903454064,135.918582536,300.045655547,run
2011-01-03 08:00:00,2.87058802746,-3.6256543679,-0.169929937127,302.178969451,17.3469282427,6.3953944633,0.491243125697,24.2307908205,-62.790508437,301.080161721,walk
2011-01-03 09:00:00,0.733642874529,-20.3371399947,-8.42245547726,315.102443179,-28.600806915,-60.9871729778,1.06380418145,11.7029508798,143.568436695,300.437939129,wait
2011-01-03 10:00:00,2.94652768452,-3.02403085807,-1.00817480785,310.143233345,24.1590123844,35.6106093149,1.02567921954,53.6967268568,-10.1565067715,300.723837735,wait
2011-01-03 11:00:00,3.4987918001,-10.2823970417,-9.16786851855,287.54423492,-60.1196669438,17.5568986983,0.714966598402,41.3279544973,36.4914747022,301.079901773,walk
2011-01-03 12:00:00,0.511672144139,-33.7070606909,-0.309652400768,285.264381382,16.7296339294,-13.3095173376,-0.872323451786,28.580680917,24.5162757368,300.331871323,wait
2011-01-03 13:00:00,2.0702799391,-9.05674628805,-6.61090176602,326.884725917,-22.5339795036,-10.8723070402,1.18024091739,3.29106404663,4.90059307089,300.46371033,wait
2011-01-03 14:00:00,3.47200078864,-24.6338214154,-4.77764349448,318.949103879,-21.5705463573,-18.4878748982,-0.554820477999,44.2213057644,-38.6362438,301.041152565,run
2011-01-03 15:00:00,2.07089634763,-19.6420021547,-0.989834420724,285.550432484,-58.2996896128,18.1156268946,-1.32532460758,60.8393557476,-83.5563886116,300.836801459,run
2011-01-03 16:00:00,0.24976729473,-7.16628335032,-3.60606926005,316.956868549,36.4585340045,-1.53042454229,1.03017291431,23.4810687533,-68.2665227538,,walk
2011-01-03 17:00:00,2.67948202958,-18.2357751156,-3.35348883237,307.088241073,81.2876440383,-32.1345886794,0.563513191215,14.9596014791,-72.1569852113,301.035154259,wait
2011-01-03 18:00:00,3.3189732261,-4.35221757856,-5.15190392181,294.149099393,-1.06771113075,-24.1482819279,-0.317157722484,36.9544929593,-44.9033159429,301.076746888,run
2011-01-03 19:00:00,2.57444556029,-18.3254934061,-6.11789042393,305.656776018,11.2940290091,0.208713046222,-0.312377972949,63.3913058596,69.6040699869,300.296464669,run
2011-01-03 20:00:00,4.72297377995,-1.3949692171,-6.97678330725,283.328842687,-118.772593245,-22.6642472901,0.107843600335,6.01546345465,59.9304572139,301.129089429,walk
2011-01-03 21:00:00,2.93277520251,,-3.84426151531,324.951228854,66.0310476941,21.2591779203,1.26524709854,15.0977301176,-106.110935773,300.753870239,walk
2011-01-03 22:00:00,4.51700957644,-6.89311241648,-0.736394682071,316.772658735,-46.9338105549,-33.0579150356,0.742388228224,30.6635756761,59.7452887902,,walk
2011-01-03 23:00:00,0.687373520731,-18.8148951942,-2.66808714758,304.07987108,103.655505963,24.3234169713,0.458548508912,3.03187633277,10.5852135818,300.230576928,walk
2011-01-04 00:00:00,0.696381736254,-27.8448480217,-10.8233716112,292.638172275,-29.0502067985,-12.8625501038,0.52834245762,50.718030415,-108.693125926,300.310083308,walk
2011-01-04 01:00:00,4.03695644355,-1.96608718927,-0.895081748031,305.096809655,58.1492570859,17.7302442835,-0.49750538749,57.7684052053,-49.0716068183,301.08210954,run
2011-01-04 02:00:00,1.98838418493,-28.876277747,-5.02319503459,326.957176691,50.0670922129,,1.23928007086,37.0818405083,156.644838705,300.960593881,walk
2011-01-04 03:00:00,0.826770985585,-25.4052873386,-7.09638207301,301.978430581,-8.2900655085,-11.2423628001,-0.622680282131,10.6136629109,-127.671748164,299.936967688,wait
2011-01-04 04:00:00,4.63754290198,-25.3834257088,-1.02588896293,304.011973441,73.9955426798,6.70334659995,0.247869651709,61.095893837,57.5016311227,301.347418201,run
2011-01-04 05:00:00,1.73882929873,-16.7872475727,-1.04745403418,296.680870536,-25.2290302898,4.19810129197,0.772209261901,20.3349238575,-12.6757117919,300.530546888,wait
2011-01-04 06:00:00,3.75406051568,-27.3999284726,-6.78265837657,321.770227898,36.5733546062,,1.11421236306,46.4045244556,-76.985874069,301.111452705,wait
2011-01-04 07:00:00,3.62998992675,-15.9690639423,-0.72824312718,332.935014789,25.8355648007,37.4190598372,1.39501673202,54.0875115908,-121.656171499,,run
2011-01-04 08:00:00,4.41653045603,-9.78761577288,-8.96561197725,307.228892602,30.0709169905,7.54491872771,-0.716263734985,8.4423691603,6.65036991296,301.430912569,walk
2011-01-04 09:00:00,3.11836103528,-29.4174784365,-9.00725844238,270.995425203,22.998310704,22.1655587105,-1.31869645101,52.4060254196,-7.01340127718,301.012158968,walk
2011-01-04 10:00:00,3.75471217014,-5.34738590527,-9.13429239168,292.141934043,8.97743447361,-33.9302715208,-1.07502696732,58.5413636867,-75.2176235323,301.16655851,run
2011-01-04 11:00:00,1.74449170989,-26.4992892539,-9.12836474008,270.695874751,-43.8017260493,29.213014547,-1.10869252622,39.1020212882,-120.650862979,300.541978982,walk
2011-01-04 12:00:00,,-6.89496741186,-2.24436260904,309.312710693,-14.628770116,49.1547750004,0.610082624119,44.9469186049,-39.2336002806,300.422549582,walk
2011-01-04 13:00:00,4.47943109098,-14.9355303197,-3.46703011191,291.592019719,16.525652852,0.699646233993,-1.2912871262,18.406208254,77.9395013756,301.609085246,walk
2011-01-04 14:00:00,,-5.95512090599,,297.846794484,48.5156845553,-0.812530486746,0.105828717175,21.1339388503,-80.7259583541,300.718082841,walk
2011-01-04 15:00:00,4.82420023574,-10.9421484598,-1.58435543139,322.993648029,79.410644512,-14.5617971033,1.00146323963,27.8358735235,41.3107794062,,walk
2011-01-04 16:00:00,3.31720748909,-20.5423596979,-8.06822237941,296.541493474,-14.4058180735,-5.66492788338,-1.20751699306,34.0280721653,-29.4588431422,300.930954405,run
2011-01-04 17:00:00,3.10847860105,-2.51187670058,-1.89389954964,293.173715984,,18.8950197324,-0.776762580005,28.3567837203,-56.3496971507,301.233927626,run
2011-01-04 18:00:00,0.573729864767,-3.20951423335,-10.3937823697,299.382121917,5.12197641026,-2.1539497797,-0.894383695176,60.6932120889,67.9652367706,300.223469945,run
2011-01-04 19:00:00,4.74744629354,-13.0677269501,,293.528170222,-31.6980939525,-20.83287866,0.389982451683,23.6770395729,-68.984742278,301.347972519,wait
2011-01-04 20:00:00,2.2495606674,-29.7489512783,-1.28766587781,292.196698281,-16.0705748316,35.6760266176,-1.41560106748,,4.71708780046,300.882245495,wait
2011-01-04 21:00:00,2.89194807194,-27.4064108812,-0.137306262175,306.541338128,47.9113756827,54.1896809924,0.830263363452,61.2613484968,-31.5904498464,301.00193154,run
2011-01-04 22:00:00,2.04068401381,-3.27892865017,-0.497178135996,308.715288505,16.9843846661,8.89817417372,-0.144394237021,12.3567000821,60.0714375128,300.714317369,walk
2011-01-04 23:00:00,,-11.5773181969,-1.27554203458,315.423171976,-39.0842392552,-6.95431413198,0.393472281476,32.4442348311,-81.140803653,300.556766732,wait
2011-01-05 00:00:00,4.51689760281,-21.0670716362,-9.13420169394,318.890304756,-22.8316312975,0.48464559296,0.800874014074,38.9362891618,-20.6501619699,300.911218044,wait
2011-01-05 01:00:00,2.86839743336,-14.2179243331,-10.5646983751,302.338012109,-83.9035987205,-20.9159600977,-0.896576569988,18.4658767092,-76.2275639188,,walk
2011-01-05 02:00:00,0.0143516351558,-17.2647783726,-9.66166181072,301.344919549,64.0614201735,19.4890728464,0.666470771942,33.0795932517,95.714013588,300.369994629,run
2011-01-05 03:00:00,3.0857245681,-0.748064455216,-10.8598599578,300.935413718,-81.7714536045,-2.9848127602,-1.10911343782,3.56734671596,66.0475236191,300.658832164,walk
2011-01-05 04:00:00,1.63322450886,-13.5790812348,-1.72215732876,304.325631564,126.720071274,28.7229075873,0.767148188614,43.7897061387,-103.13180765,300.611483053,run
2011-01-05 05:00:00,2.63529051129,-30.8975281336,-5.83651536157,291.089477107,9.67929373323,48.9445496861,-0.0473136388433,27.4209182247,44.2849152502,300.726870133,wait
2011-01-05 06:00:00,4.42971049655,-10.0090647109,-0.640214778574,290.684511686,34.3626916506,-10.6854672041,-1.33218361701,17.0117342743,45.9818699631,301.200270117,wait
2011-01-05 07:00:00,1.78634880001,-4.90391641426,-10.3760840357,315.434220467,174.848048393,11.1381106578,-0.499758848525,8.32530530862,68.0282173615,300.884670816,run
2011-01-05 08:00:00,4.5426757546,-29.961608145,-6.28289370109,299.286067198,19.2781178348,17.5871805868,-0.615223480249,24.9465450765,-18.9010239034,,wait
2011-01-05 09:00:00,3.11680057896,-34.0775352302,-7.63462152299,300.07354133,-57.8593136643,-9.70666489385,0.175206720605,60.5114770175,-7.15356545869,300.291213753,walk
2011-01-05 10:00:00,0.0791062142328,-5.96194611465,-5.590526581,296.168121342,4.68832030372,-73.0568026181,0.760308876929,41.4043377551,-64.5830364463,300.012927802,wait
2011-01-05 11:00:00,4.64718616872,-6.62175826764,-10.385502755,293.749092338,85.9286521978,-14.0738225863,1.02004313253,7.29514196889,109.904574764,301.37193782,walk
2011-01-05 12:00:00,3.45448458758,-5.13014982753,-0.403081104484,299.858082933,17.3875502331,-33.5351136931,0.537745456692,,-81.1900472561,301.00655548,run
2011-01-05 13:00:00,4.98661425226,-15.8975507441,-3.19642583345,333.249024914,23.5757329376,17.4925957423,1.13657869373,58.8896994663,94.9200533154,301.330419186,wait
2011-01-05 14:00:00,0.861702541727,,-10.6941637339,294.799399193,-17.8840807646,16.1989853832,0.0790378057324,20.7503519928,-56.931769399,299.82588176,wait
2011-01-05 15:00:00,0.685678748144,-31.9730952054,-1.35364146869,295.431518244,152.208574526,8.6393112114,-0.890255088082,35.0022717097,,300.319812863,walk
2011-01-05 16:00:00,4.66297731519,-1.59953223102,-2.67821070258,300.610071869,20.301637538,24.3523451457,0.672519772227,8.11409296898,-7.77969883079,301.09878541,walk
2011-01-05 17:00:00,3.48409080745,-26.7198341644,-2.88963609294,315.736571895,30.4537423254,-45.0695111181,1.29153685121,29.9696493369,67.1075425165,301.0388504,wait
2011-01-05 18:00:00,0.33000086361,-12.8514091917,-0.983023819922,313.733923711,-17.1506779335,-35.7944812473,0.879906821154,27.3460786353,-61.6952189887,299.884043987,wait
2011-01-05 19:00:00,3.77731526301,-31.9464635297,-8.55548672028,293.399540005,40.762912423,-51.911173552,-1.42371321194,36.1032704797,-174.635601942,301.180655612,wait
2011-01-05 20:00:00,3.76938094231,-0.266527558016,-8.81396106166,308.800225521,25.8067728469,23.6623520308,-0.0157498778578,39.1893418542,-47.4627564063,301.254923711,walk
2011-01-05 21:00:00,4.61512267773,-23.0954156293,-5.75444978567,287.476958036,17.2525859992,-25.4160393143,-0.107935201824,45.0119308509,106.37818543,301.595456969,walk
2011-01-05 22:00:00,3.55762379314,-19.411607684,-6.25608690778,319.937879745,51.3633035304,2.20066324324,1.41422530245,27.52716085,155.382812932,301.197527634,run
2011-01-05 23:00:00,0.621354809861,-34.5005941082,-0.628992918249,283.516627905,16.0850288211,6.54365897247,-0.776322063569,59.3196534684,-168.713253902,300.412534904,wait
2011-01-06 00:00:00,0.099400669199,-33.1052725348,-11.2591726662,324.523387106,37.2018598494,-20.6053431344,1.16127113296,12.0850677695,101.990177527,299.994606619,run
2011-01-06 01:00:00,0.131054934389,-30.1314703393,-0.474650584236,305.286406596,,-27.5052022544,-0.33833671856,33.874629127,-143.943150552,299.908929994,walk
2011-01-06 02:00:00,0.141532440104,-3.93093743116,-9.54645724885,316.930272802,39.2763886436,59.0457658689,0.957242427648,46.4012147538,96.7395606262,299.838141808,wait
2011-01-06 03:00:00,,-8.10137514858,-5.80743279141,304.076178085,47.3740396048,1.00480251466,1.04086910411,33.3622642075,-72.9445498336,,run
2011-01-06 04:00:00,4.30013974341,-5.37258478226,-6.83761193439,317.983942637,-17.512305868,65.9952974389,1.40712015569,17.6017545338,107.200860827,301.480669834,wait
2011-01-06 05:00:00,2.69415532171,-14.669344891,,290.901540953,-37.2797952033,6.15030997573,0.0849008551208,34.6359985169,-77.4393232656,300.877163995,walk
2011-01-06 06:00:00,2.76410989343,-32.681129605,-4.69360849444,298.603555207,-89.0442250675,-7.63084472063,-1.19110117275,52.2771316204,0.123066432804,300.622242687,run
2011-01-06 07:00:00,4.2101544618,-16.5954408692,-5.00268926435,294.099868552,48.5541198123,68.2218337559,0.480580259587,43.1817273209,80.2011967631,301.44954032,wait
2011-01-06 08:00:00,0.6208665756,-23.3019239629,-7.7695322271,295.916402724,-19.9356007554,34.1422626081,-0.266172219085,13.2135526264,303.374362752,300.476563075,walk
2011-01-06 09:00:00,1.39591839506,,-1.29129092925,284.553723356,-2.6240865942,-4.74266712809,-1.36778234312,44.1956033331,-3.44830663409,300.419472412,run
2011-01-06 10:00:00,2.92879635729,-5.18029455358,-5.88789005483,299.324078046,63.4074243648,-12.4917351338,0.287424807719,33.6963265244,2.62467000556,300.558518744,wait
2011-01-06 11:00:00,4.8479787416,-5.21577059453,-1.36810924659,289.34321651,105.456209157,-10.6446541908,-1.20023561886,18.7350369931,35.1252056694,301.746637654,walk
2011-01-06 12:00:00,2.80515109628,-27.6110394171,-7.75947427953,305.031649258,0.655475450216,-10.6058872474,-0.545373574295,7.56121592982,-136.156292654,300.721237057,run
2011-01-06 13:00:00,0.0932364468647,-2.75196880417,-8.97553796516,309.43408661,-0.48928370062,37.8865953553,-0.791943032508,21.2761235539,-170.141749469,300.10930936,run
2011-01-06 14:00:00,4.0031633634,-24.6189514928,-2.80292219275,303.907626023,-43.090135014,3.13924158378,-0.0484207568866,42.9217185335,-113.535056114,301.07152807,run
2011-01-06 15:00:00,1.16487136921,-12.194988991,-1.39197242853,295.461995253,63.2029507603,8.74198405152,-1.03081945274,54.9017342597,133.19652522,300.489657809,run
2011-01-06 16:00:00,4.03552597809,-13.4238482579,-5.08114234599,341.557299685,-6.99122867044,12.5856139711,1.33149526521,52.3206337543,-32.6490437521,301.006490728,walk
2011-01-06 17:00:00,1.93930322032,-24.7766257964,-4.592304034,294.96313306,40.2768799536,-14.8904338134,0.0389464491933,62.9064793065,-31.2997001722,300.511953689,wait
2011-01-06 18:00:00,4.3177092728,-15.2331355046,-1.11664338251,306.670425936,23.6339063092,-2.238886515,0.599831345265,,-48.6411815418,301.243641707,walk
2011-01-06 19:00:00,3.73560821369,-12.6341233199,-1.57405744161,295.648432322,44.7696475989,-32.2354240642,-0.638000707265,46.9614676486,-111.961839461,301.106911791,run
2011-01-06 20:00:00,2.78120116995,-12.6584128421,-10.9949676638,330.432845864,36.8046611898,5.48291334149,1.32144820367,37.676619167,-143.349701749,300.706366089,run
2011-01-06 21:00:00,0.682276128303,-32.1434847108,-10.6291142742,301.741596022,-80.0240281542,-34.795720271,-0.566383923274,47.7394154007,-132.096411785,300.432667575,wait
2011-01-06 22:00:00,0.299588447561,-16.102094413,-5.86801479199,302.604459305,9.82843159351,11.533789164,-0.552482774046,34.4729023013,-22.887852117,300.349303138,walk
2011-01-06 23:00:00,0.606717278704,-31.4779115819,-4.120214775,300.837259212,67.439207443,10.5463804179,-0.539533883379,48.5354293839,191.595677376,299.928652454,wait
2011-01-07 00:00:00,0.222759392724,-26.0846157341,-10.7655897105,310.016063625,-11.9356430681,-18.8284615812,-0.924301397016,43.7915244835,-19.5458421072,300.066423166,run
2011-01-07 01:00:00,0.53747064553,-16.4032115658,-4.28958574264,306.567375935,13.8685686411,24.4098923331,-0.325016328518,45.2351717551,-33.1217258642,300.241246754,run
2011-01-07 02:00:00,1.12854669304,-9.05409843171,-8.57528696628,308.933552146,108.692400158,-33.94229108,0.0801505542705,51.2204119533,-140.975297858,300.152537957,walk
2011-01-07 03:00:00,3.56494490191,-29.2766933035,-5.26228442606,296.755769188,40.0835936298,-20.9588470094,-0.0488446528962,40.2201364915,13.676851055,301.02112028,run
2011-01-07 04:00:00,2.79858491027,-15.1017356237,-11.2993324317,301.36614377,44.7856079088,18.1687042837,0.771915941031,30.8789690598,-18.0136240921,300.704916624,run
2011-01-07 05:00:00,0.0627799007956,-27.2923802584,-7.82680948376,290.534051156,86.9388761793,7.50615047121,-0.677237550852,15.3268771807,-34.1339014275,299.809386449,run
2011-01-07 06:00:00,0.359871398447,-26.3243007377,-8.95646934466,295.918956626,28.3143672365,-11.5043016038,0.00744490286975,53.7134699126,75.22402992,300.238728758,wait
2011-01-07 07:00:00,4.83638165,-0.188215429058,-9.75377593226,303.600999948,-3.99783701838,-28.2323268379,-1.18972728892,60.0163336988,93.0357353513,301.577091073,wait
2011-01-07 08:00:00,2.8405023096,-15.7103428361,-10.4751894604,290.270671414,57.0521067286,16.8101828182,0.673939373217,2.18973036281,40.8011014806,300.992418243,walk
2011-01-07 09:00:00,1.0164661733,-5.67757650894,-10.7597810112,297.736841115,,27.0031551506,0.614256739174,30.9171736919,64.8694098456,300.525883121,wait
2011-01-07 10:00:00,1.26162872285,-4.71473237035,-8.20321212954,300.983122258,31.4819456286,,,34.7871775553,-153.203762748,300.262249335,run
2011-01-07 11:00:00,,-10.0888704468,-4.9450945592,332.931635412,131.885677166,-23.5754863094,1.22407346277,40.7839961245,138.562573612,301.093648069,walk
2011-01-07 12:00:00,0.977147405547,-11.9708652453,-0.608264555344,291.764575349,-100.216058904,31.9904275206,-0.935323431188,56.4601962484,48.1552292681,300.183005329,wait
2011-01-07 13:00:00,2.90679463637,-31.457474463,-8.79928330423,305.571650463,-38.0646331982,22.5746991278,-1.14347529097,61.9475882948,81.2197839196,301.08030069,wait
2011-01-07 14:00:00,4.85009994544,-6.80558616484,-0.327103626374,303.085844228,18.8360079557,-36.5883199105,0.756206711181,60.2768943012,128.496273935,301.293086902,run
2011-01-07 15:00:00,4.23414400745,-28.5818248546,-6.22314162422,315.486517015,6.92186254252,46.7515528256,1.17907539723,50.7872348254,-76.8151920754,301.25994866,wait
2011-01-07 16:00:00,1.19923879574,-25.6252182694,-3.27122186562,312.607653373,52.7068637844,-22.7167777978,-0.375234578709,45.8854934571,-45.2260597585,300.707979383,wait
2011-01-07 17:00:00,2.46884857134,-2.55549547607,-3.45380114428,308.787862108,14.7672229635,-50.9773209206,0.420913370447,1.1127986609,42.8782343875,300.88316696,run
2011-01-07 18:00:00,3.09977859191,-24.5128974973,-8.27896283484,301.209481955,82.5162494277,2.00113311533,0.498059167882,58.6639128056,22.5171804719,301.007072015,walk
