,time_stamp,Acceleration,Gravity,Lidar,Pixel,Velocity,Magnetic,Position,Orientation,Perception,Speed,Behavior
52,2011-01-03 04:00:00,1.05814058,-19.387407952,-3.80470449241,316.150088463,-38.9399273995,-0.46494822125600005,0.858185825056,34.115918196500004,121.74529662200001,300.373005726,run
53,2011-01-03 05:00:00,1.32773329686,-18.958579790799998,-8.93991868885,297.529866073,-39.9426395726,31.079696336599998,-0.35114931147600004,28.2779799337,210.932220022,300.494384982,run
54,2011-01-03 06:00:00,2.4578657963999997,-12.023073581099998,-6.0356689471000005,319.354779442,59.7548755342,-56.885292828900006,-0.315151991293,41.856054558800004,-95.7415732509,300.988684896,walk
55,2011-01-03 07:00:00,0.26681272558499997,-31.3743123586,-8.526739389460001,293.226590747,66.0987185051,-11.4276432536,-1.03532497567,4.86903454064,135.918582536,300.045655547,run
56,2011-01-03 08:00:00,2.8705880274599997,-3.6256543679,-0.16992993712699997,302.178969451,17.3469282427,6.395394463300001,0.491243125697,24.2307908205,-62.790508437,301.08016172099997,walk
57,2011-01-03 09:00:00,0.7336428745290001,-20.3371399947,-8.422455477260002,315.10244317900003,-28.600806915,-60.9871729778,1.0638041814499999,11.7029508798,143.568436695,300.43793912900003,wait
58,2011-01-03 10:00:00,2.9465276845200004,-3.0240308580699997,-1.00817480785,310.143233345,24.1590123844,35.610609314899996,1.02567921954,53.696726856800005,-10.1565067715,300.723837735,wait
59,2011-01-03 11:00:00,3.4987918001,-10.2823970417,-9.16786851855,287.54423492,-60.1196669438,17.5568986983,0.714966598402,41.3279544973,36.4914747022,301.079901773,walk
60,2011-01-03 12:00:00,0.511672144139,-33.7070606909,-0.309652400768,285.264381382,16.729633929400002,-13.309517337599999,-0.872323451786,28.580680917,24.516275736799997,300.331871323,wait
61,2011-01-03 13:00:00,2.0702799390999997,-9.05674628805,-6.61090176602,326.884725917,-22.5339795036,-10.872307040199999,1.18024091739,3.29106404663,4.90059307089,300.46371033,wait
62,2011-01-03 14:00:00,3.4720007886400004,-24.6338214154,-4.77764349448,318.949103879,-21.5705463573,-18.487874898199998,-0.554820477999,44.22130576439999,-38.636243799999995,301.041152565,run
63,2011-01-03 15:00:00,2.0708963476299997,-19.642002154700002,-0.9898344207240001,285.550432484,-58.299689612799995,18.115626894600002,-1.3253246075799998,60.8393557476,-83.5563886116,300.836801459,run
65,2011-01-03 17:00:00,2.67948202958,-18.2357751156,-3.35348883237,307.088241073,81.2876440383,-32.134588679400004,0.563513191215,14.959601479100002,-72.1569852113,301.035154259,wait
66,2011-01-03 18:00:00,3.3189732261000002,-4.35221757856,-5.15190392181,294.149099393,-1.06771113075,-24.1482819279,-0.317157722484,36.9544929593,-44.9033159429,301.076746888,run
67,2011-01-03 19:00:00,2.57444556029,-18.325493406099998,-6.1178904239300005,305.656776018,11.2940290091,0.20871304622200001,-0.312377972949,63.3913058596,69.6040699869,300.296464669,run
68,2011-01-03 20:00:00,4.72297377995,-1.3949692171,-6.97678330725,283.328842687,-118.772593245,-22.664247290100004,0.10784360033500001,6.015463454650001,59.930457213900006,301.12908942900003,walk
71,2011-01-03 23:00:00,0.687373520731,-18.814895194200002,-2.6680871475799997,304.07987108,103.655505963,24.323416971300002,0.458548508912,3.03187633277,10.5852135818,300.230576928,walk
72,2011-01-04 00:00:00,0.696381736254,-27.844848021700003,-10.823371611199999,292.638172275,-29.0502067985,-12.8625501038,0.52834245762,50.718030415,-108.69312592600001,300.310083308,walk
73,2011-01-04 01:00:00,4.03695644355,-1.9660871892700003,-0.895081748031,305.096809655,58.149257085900004,17.7302442835,-0.49750538749,57.7684052053,-49.0716068183,301.08210954,run
75,2011-01-04 03:00:00,0.8267709855850001,-25.4052873386,-7.096382073010001,301.978430581,-8.2900655085,-11.2423628001,-0.622680282131,10.6136629109,-127.671748164,299.936967688,wait
76,2011-01-04 04:00:00,4.63754290198,-25.3834257088,-1.0258889629299999,304.011973441,73.9955426798,6.70334659995,0.247869651709,61.095893837,57.501631122700005,301.347418201,run
77,2011-01-04 05:00:00,1.73882929873,-16.7872475727,-1.04745403418,296.680870536,-25.2290302898,4.19810129197,0.772209261901,20.3349238575,-12.675711791900001,300.530546888,wait
80,2011-01-04 08:00:00,4.41653045603,-9.78761577288,-8.965611977250001,307.22889260200003,30.070916990500002,7.544918727710001,-0.7162637349850001,8.4423691603,6.6503699129600005,301.43091256900004,walk
81,2011-01-04 09:00:00,3.11836103528,-29.4174784365,-9.00725844238,270.99542520299997,22.998310704,22.1655587105,-1.31869645101,52.4060254196,-7.013401277180001,301.012158968,walk
82,2011-01-04 10:00:00,3.75471217014,-5.3473859052699995,-9.134292391679999,292.141934043,8.97743447361,-33.9302715208,-1.0750269673200001,58.5413636867,-75.2176235323,301.16655851,run
83,2011-01-04 11:00:00,1.7444917098900001,-26.4992892539,-9.12836474008,270.69587475099996,-43.8017260493,29.213014546999997,-1.10869252622,39.1020212882,-120.650862979,300.541978982,walk
85,2011-01-04 13:00:00,4.47943109098,-14.9355303197,-3.4670301119099998,291.592019719,16.525652852,0.699646233993,-1.2912871262,18.406208254000003,77.9395013756,301.609085246,walk
88,2011-01-04 16:00:00,3.3172074890900003,-20.5423596979,-8.06822237941,296.541493474,-14.405818073499999,-5.664927883380001,-1.20751699306,34.0280721653,-29.4588431422,300.930954405,run
90,2011-01-04 18:00:00,0.573729864767,-3.2095142333499997,-10.3937823697,299.382121917,5.121976410259999,-2.1539497797,-0.894383695176,60.693212088900005,67.9652367706,300.223469945,run
93,2011-01-04 21:00:00,2.89194807194,-27.4064108812,-0.137306262175,306.541338128,47.911375682700005,54.1896809924,0.830263363452,61.261348496800004,-31.5904498464,301.00193154,run
94,2011-01-04 22:00:00,2.04068401381,-3.27892865017,-0.497178135996,308.715288505,16.9843846661,8.89817417372,-0.144394237021,12.3567000821,60.071437512799996,300.714317369,walk
96,2011-01-05 00:00:00,4.516897602809999,-21.067071636199998,-9.13420169394,318.890304756,-22.8316312975,0.48464559296000004,0.8008740140739999,38.9362891618,-20.6501619699,300.911218044,wait
98,2011-01-05 02:00:00,0.0143516351558,-17.2647783726,-9.66166181072,301.344919549,64.06142017350001,19.489072846400003,0.666470771942,33.079593251700004,95.71401358799999,300.369994629,run
99,2011-01-05 03:00:00,3.0857245681,-0.748064455216,-10.8598599578,300.935413718,-81.7714536045,-2.9848127601999996,-1.10911343782,3.5673467159599994,66.0475236191,300.658832164,walk
100,2011-01-05 04:00:00,1.6332245088600001,-13.5790812348,-1.7221573287599998,304.325631564,126.72007127399999,28.7229075873,0.7671481886139999,43.7897061387,-103.13180765,300.611483053,run
101,2011-01-05 05:00:00,2.63529051129,-30.8975281336,-5.836515361569999,291.089477107,9.67929373323,48.9445496861,-0.047313638843300004,27.4209182247,44.28491525020001,300.726870133,wait
102,2011-01-05 06:00:00,4.429710496549999,-10.0090647109,-0.640214778574,290.684511686,34.3626916506,-10.6854672041,-1.33218361701,17.0117342743,45.9818699631,301.200270117,wait
103,2011-01-05 07:00:00,1.7863488000099998,-4.90391641426,-10.3760840357,315.434220467,174.848048393,11.1381106578,-0.49975884852499997,8.325305308619999,68.0282173615,300.884670816,run
105,2011-01-05 09:00:00,3.1168005789599995,-34.0775352302,-7.634621522989999,300.07354133,-57.859313664300004,-9.70666489385,0.175206720605,60.5114770175,-7.153565458689999,300.29121375299997,walk
106,2011-01-05 10:00:00,0.07910621423280001,-5.96194611465,-5.590526581000001,296.168121342,4.688320303719999,-73.05680261810001,0.7603088769290001,41.4043377551,-64.5830364463,300.01292780200004,wait
107,2011-01-05 11:00:00,4.64718616872,-6.621758267640001,-10.385502755,293.74909233799997,85.9286521978,-14.0738225863,1.02004313253,7.295141968889999,109.904574764,301.37193782,walk
109,2011-01-05 13:00:00,4.98661425226,-15.8975507441,-3.19642583345,333.249024914,23.5757329376,17.4925957423,1.13657869373,58.8896994663,94.92005331540001,301.330419186,wait
112,2011-01-05 16:00:00,4.66297731519,-1.59953223102,-2.67821070258,300.610071869,20.301637537999998,24.352345145700003,0.672519772227,8.11409296898,-7.77969883079,301.09878541,walk
113,2011-01-05 17:00:00,3.48409080745,-26.7198341644,-2.8896360929400005,315.736571895,30.4537423254,-45.0695111181,1.29153685121,29.9696493369,67.10754251649999,301.03885039999994,wait
114,2011-01-05 18:00:00,0.33000086361,-12.8514091917,-0.983023819922,313.733923711,-17.1506779335,-35.7944812473,0.879906821154,27.346078635300003,-61.6952189887,299.884043987,wait
115,2011-01-05 19:00:00,3.77731526301,-31.946463529699997,-8.55548672028,293.399540005,40.762912423,-51.911173552,-1.42371321194,36.1032704797,-174.635601942,301.180655612,wait
116,2011-01-05 20:00:00,3.76938094231,-0.26652755801600003,-8.81396106166,308.80022552099996,25.8067728469,23.662352030799997,-0.0157498778578,39.1893418542,-47.4627564063,301.254923711,walk
117,2011-01-05 21:00:00,4.61512267773,-23.0954156293,-5.754449785669999,287.476958036,17.2525859992,-25.416039314299997,-0.10793520182399999,45.0119308509,106.37818543,301.595456969,walk
118,2011-01-05 22:00:00,3.5576237931400003,-19.411607684,-6.25608690778,319.937879745,51.363303530399996,2.20066324324,1.41422530245,27.52716085,155.382812932,301.19752763400004,run
119,2011-01-05 23:00:00,0.621354809861,-34.500594108200005,-0.628992918249,283.516627905,16.0850288211,6.543658972469999,-0.776322063569,59.3196534684,-168.71325390200002,300.41253490400004,wait
120,2011-01-06 00:00:00,0.099400669199,-33.1052725348,-11.2591726662,324.523387106,37.2018598494,-20.6053431344,1.16127113296,12.0850677695,101.99017752700001,299.994606619,run
122,2011-01-06 02:00:00,0.14153244010399998,-3.93093743116,-9.54645724885,316.930272802,39.2763886436,59.045765868900006,0.9572424276479999,46.4012147538,96.7395606262,299.838141808,wait
124,2011-01-06 04:00:00,4.30013974341,-5.37258478226,-6.83761193439,317.983942637,-17.512305868,65.99529743890001,1.4071201556900002,17.6017545338,107.20086082700001,301.480669834,wait
126,2011-01-06 06:00:00,2.76410989343,-32.681129605,-4.69360849444,298.603555207,-89.0442250675,-7.630844720630001,-1.19110117275,52.2771316204,0.12306643280400001,300.622242687,run
127,2011-01-06 07:00:00,4.2101544618,-16.5954408692,-5.00268926435,294.09986855200003,48.554119812299994,68.22183375590001,0.480580259587,43.1817273209,80.2011967631,301.44954032,wait
128,2011-01-06 08:00:00,0.6208665756,-23.3019239629,-7.7695322271,295.916402724,-19.9356007554,34.1422626081,-0.266172219085,13.2135526264,303.374362752,300.476563075,walk
130,2011-01-06 10:00:00,2.9287963572900004,-5.1802945535800005,-5.887890054830001,299.324078046,63.407424364799994,-12.4917351338,0.287424807719,33.6963265244,2.62467000556,300.558518744,wait
131,2011-01-06 11:00:00,4.8479787416,-5.21577059453,-1.36810924659,289.34321651,105.456209157,-10.6446541908,-1.20023561886,18.7350369931,35.1252056694,301.74663765400004,walk
132,2011-01-06 12:00:00,2.8051510962800004,-27.6110394171,-7.759474279530001,305.031649258,0.655475450216,-10.6058872474,-0.545373574295,7.56121592982,-136.156292654,300.721237057,run
133,2011-01-06 13:00:00,0.0932364468647,-2.75196880417,-8.975537965160001,309.43408661,-0.48928370062,37.8865953553,-0.791943032508,21.2761235539,-170.141749469,300.10930936,run
134,2011-01-06 14:00:00,4.0031633634,-24.6189514928,-2.8029221927499997,303.907626023,-43.090135014,3.13924158378,-0.0484207568866,42.9217185335,-113.535056114,301.07152807,run
135,2011-01-06 15:00:00,1.1648713692100001,-12.194988990999999,-1.39197242853,295.461995253,63.2029507603,8.74198405152,-1.0308194527399999,54.9017342597,133.19652522,300.489657809,run
136,2011-01-06 16:00:00,4.03552597809,-13.4238482579,-5.08114234599,341.557299685,-6.991228670439999,12.585613971099999,1.33149526521,52.320633754300005,-32.6490437521,301.006490728,walk
137,2011-01-06 17:00:00,1.93930322032,-24.776625796399998,-4.592304034,294.96313306,40.2768799536,-14.8904338134,0.0389464491933,62.906479306499996,-31.299700172199998,300.511953689,wait
139,2011-01-06 19:00:00,3.73560821369,-12.6341233199,-1.5740574416100002,295.648432322,44.7696475989,-32.235424064200004,-0.638000707265,46.9614676486,-111.961839461,301.10691179099996,run
140,2011-01-06 20:00:00,2.78120116995,-12.6584128421,-10.9949676638,330.432845864,36.8046611898,5.482913341490001,1.3214482036700002,37.676619167,-143.349701749,300.706366089,run
141,2011-01-06 21:00:00,0.682276128303,-32.143484710799996,-10.629114274199999,301.741596022,-80.0240281542,-34.795720271,-0.566383923274,47.7394154007,-132.096411785,300.432667575,wait
142,2011-01-06 22:00:00,0.299588447561,-16.102094413,-5.86801479199,302.604459305,9.82843159351,11.533789164000002,-0.552482774046,34.4729023013,-22.887852116999998,300.349303138,walk
143,2011-01-06 23:00:00,0.6067172787039999,-31.4779115819,-4.120214775,300.837259212,67.439207443,10.5463804179,-0.539533883379,48.5354293839,191.595677376,299.92865245400003,wait
144,2011-01-07 00:00:00,0.222759392724,-26.084615734099998,-10.765589710499999,310.016063625,-11.9356430681,-18.8284615812,-0.924301397016,43.791524483500005,-19.5458421072,300.066423166,run
145,2011-01-07 01:00:00,0.53747064553,-16.4032115658,-4.28958574264,306.567375935,13.8685686411,24.4098923331,-0.325016328518,45.235171755100005,-33.1217258642,300.24124675400003,run
146,2011-01-07 02:00:00,1.1285466930399999,-9.05409843171,-8.57528696628,308.933552146,108.692400158,-33.94229108,0.0801505542705,51.2204119533,-140.975297858,300.152537957,walk
147,2011-01-07 03:00:00,3.5649449019099997,-29.2766933035,-5.26228442606,296.755769188,40.0835936298,-20.9588470094,-0.0488446528962,40.2201364915,13.676851055,301.02112028,run
148,2011-01-07 04:00:00,2.7985849102700002,-15.101735623699998,-11.2993324317,301.36614377,44.7856079088,18.1687042837,0.771915941031,30.8789690598,-18.0136240921,300.704916624,run
149,2011-01-07 05:00:00,0.06277990079559999,-27.2923802584,-7.826809483760001,290.534051156,86.93887617930001,7.506150471210001,-0.677237550852,15.326877180699999,-34.1339014275,299.809386449,run
150,2011-01-07 06:00:00,0.359871398447,-26.3243007377,-8.95646934466,295.918956626,28.3143672365,-11.504301603800002,0.007444902869750001,53.713469912600004,75.22402992,300.238728758,wait
151,2011-01-07 07:00:00,4.83638165,-0.188215429058,-9.75377593226,303.600999948,-3.9978370183800007,-28.2323268379,-1.1897272889200001,60.016333698800004,93.03573535129999,301.577091073,wait
152,2011-01-07 08:00:00,2.8405023095999997,-15.710342836099999,-10.4751894604,290.270671414,57.052106728599995,16.810182818199998,0.673939373217,2.1897303628099998,40.801101480599996,300.992418243,walk
156,2011-01-07 12:00:00,0.977147405547,-11.970865245299999,-0.608264555344,291.76457534900004,-100.216058904,31.9904275206,-0.935323431188,56.4601962484,48.1552292681,300.183005329,wait
157,2011-01-07 13:00:00,2.9067946363700004,-31.457474463,-8.79928330423,305.57165046299997,-38.0646331982,22.574699127800002,-1.1434752909700001,61.94758829479999,81.2197839196,301.08030069,wait
158,2011-01-07 14:00:00,4.85009994544,-6.805586164839999,-0.32710362637400003,303.085844228,18.836007955699998,-36.588319910500005,0.756206711181,60.2768943012,128.496273935,301.293086902,run
159,2011-01-07 15:00:00,4.23414400745,-28.5818248546,-6.223141624219999,315.486517015,6.9218625425199996,46.7515528256,1.1790753972299999,50.7872348254,-76.8151920754,301.25994866,wait
160,2011-01-07 16:00:00,1.19923879574,-25.6252182694,-3.2712218656200003,312.607653373,52.70686378439999,-22.716777797800003,-0.37523457870899996,45.8854934571,-45.22605975850001,300.707979383,wait
161,2011-01-07 17:00:00,2.46884857134,-2.55549547607,-3.4538011442800003,308.787862108,14.767222963499998,-50.97732092060001,0.42091337044699995,1.1127986609,42.8782343875,300.88316696,run
162,2011-01-07 18:00:00,3.09977859191,-24.5128974973,-8.27896283484,301.209481955,82.5162494277,2.00113311533,0.498059167882,58.663912805600006,22.5171804719,301.007072015,walk
163,2011-01-07 19:00:00,4.14490449775,-13.072397391600001,-10.7293431918,309.358672937,-10.2120675983,12.793723269400001,0.163666436014,46.433369069099996,-157.78261658899999,301.00053827799996,wait
164,2011-01-07 20:00:00,0.78395697323,-22.119534161799997,-2.48602477379,309.363021596,-17.834137883900002,-4.91437085239,0.83116727023,48.6414423805,-86.0295994405,300.08348590099996,wait
166,2011-01-07 22:00:00,0.350110718596,-20.2667746745,-7.6126744860399995,307.72718737599996,75.2757117287,0.582537079512,0.404271798853,5.0256444687,5.33444529032,300.676580004,walk
167,2011-01-07 23:00:00,2.4317255546900003,-15.774586380799999,-7.55825563585,308.435263898,43.108660648199994,-58.9619230751,-0.0197227840579,9.01724357787,260.714545804,300.664199283,walk
168,2011-01-08 00:00:00,3.03164730827,-30.2939152152,-10.5171063266,322.206820608,-32.7143064503,5.88883357795,1.3651046927300001,38.5060907635,-71.9133667231,300.611725284,run
169,2011-01-08 01:00:00,2.8442571854299996,-23.739944273000003,-9.863806844480001,294.34084445,-61.4791612303,0.656592795231,-1.27227235346,32.5028737279,68.9128990922,300.700175152,wait
170,2011-01-08 02:00:00,1.5868120466100002,-33.8266638496,-10.4463574641,305.52168718,5.76059230176,-40.0679480305,0.0555979970218,2.05230730081,-125.70334096799999,300.526082197,walk
172,2011-01-08 04:00:00,2.89872609623,-4.55755483935,-1.95385875282,302.486386376,-28.2093427827,26.3059265974,-0.629152252126,16.8454205829,-143.25218616200002,300.932884798,walk
175,2011-01-08 07:00:00,3.72667215453,-12.467210613199999,-2.31719523056,304.854660122,-47.56283152939999,37.1220909411,0.560089914631,2.82380952514,-37.766639320799996,301.009833032,wait
176,2011-01-08 08:00:00,3.34616446727,-19.231579490799998,-0.58817729193,331.875627105,55.7004339354,-12.5350792979,1.45522394101,4.22061919019,88.95552311370001,301.09498724599996,wait
177,2011-01-08 09:00:00,1.32459778831,-20.3424988952,-10.2541168743,306.06472771299997,-22.3563134852,-26.2575587887,0.77803986017,9.466387290830001,-99.49098263129999,300.397549776,run
178,2011-01-08 10:00:00,0.331674172142,-16.9212024618,-6.706000668630001,289.787547419,52.643565198699996,19.2782879775,-0.870990929411,14.8553878751,26.6021628695,300.256999483,walk
179,2011-01-08 11:00:00,1.8504209895700001,-32.824845162399996,-9.58716735533,301.821456904,54.4004813436,-4.62537885205,0.18809854442200002,23.120948331399997,-94.8565049857,300.460762154,run
180,2011-01-08 12:00:00,3.14858753511,-19.2152533431,-3.78094497632,295.123877426,15.8258885929,-4.0119647166900005,0.007050952823890001,41.7967567835,17.546355606600002,300.880148534,walk
183,2011-01-08 15:00:00,0.33268240677099997,-18.8064882908,-3.05415644762,295.761282959,-41.8835975563,11.3243166221,-1.17910390863,14.8815071394,33.3349382555,300.461877134,run
184,2011-01-08 16:00:00,1.3015754928899999,-32.5974508264,-1.3720737016799998,301.56116569200003,57.8039961213,7.9949661808300005,-1.1063217096,9.87704430422,-18.696021898599998,300.639403157,run
185,2011-01-08 17:00:00,4.0237728187199995,-15.3742629102,-9.669702613710001,297.780098366,19.8811568494,-3.61188307761,-0.328795849214,48.6270346254,43.8969754572,301.267899652,wait
187,2011-01-08 19:00:00,3.1973044044,-15.9776416106,-0.20709358935400002,292.658210237,-31.1739068888,-13.152970417,-0.168153901888,37.6154975833,-59.2070820203,301.436574121,run
188,2011-01-08 20:00:00,2.6233515456200003,-14.232733986500001,-1.4053753077700002,293.804414818,-66.0254150578,-3.52000785694,-1.0685620091399999,2.53645726251,-62.2010106621,300.580477907,walk
189,2011-01-08 21:00:00,4.624039852,-16.693764853399998,-3.1118292337700004,304.678572552,117.981688673,5.90376970051,-1.1522015972700002,27.9056099559,50.4294347227,301.634947184,run
190,2011-01-08 22:00:00,1.31648385244,-20.213828716600002,-1.0195318720200002,320.154660386,64.1802355251,-14.6897040461,-0.523073208984,44.811097608999994,-186.874608187,300.261317025,wait
192,2011-01-09 00:00:00,3.67532981644,-6.83796787155,-2.4666370778799998,307.752323744,112.73728255399999,34.9118698348,-0.754281604661,32.6790915824,-54.86471655810001,300.95493532,walk
193,2011-01-09 01:00:00,3.8608901477199997,-34.242330359899995,-0.917319140861,321.77167991,4.286750920659999,-28.815783910500002,1.2358281387299999,33.6558874872,-28.889174238699997,301.26332367,walk
194,2011-01-09 02:00:00,4.53907926252,-17.3189474345,-6.11226825351,298.893031839,-3.5178645540099995,48.7764311492,-0.67940925799,14.867187344200001,19.2782507899,301.586299925,walk
195,2011-01-09 03:00:00,4.65986034598,-4.91468939823,-3.7704616911400004,291.072610298,-10.3517771676,5.4686975770899995,-0.730249807343,46.203892680200006,-76.71995517239999,301.094927673,run
196,2011-01-09 04:00:00,0.06975786487800001,-17.7935479209,-8.34163353999,308.618434393,-0.535959991297,34.882219901199996,0.962963446918,54.0272820621,-22.087927385100002,300.08823425400004,run
197,2011-01-09 05:00:00,1.1718104306100001,-21.140764330899998,-9.238437849630001,305.963698536,38.887780251799995,-21.8789643891,0.0648687470484,39.2508332768,-63.3182115679,300.56441098,wait
199,2011-01-09 07:00:00,4.74508160344,-13.9923970312,-1.5569229394100002,305.672715438,-4.786744332930001,29.9218796225,0.30637627956,24.026805969,67.4335360688,301.525836621,walk
